"id","image_link","site_link","heading","body","publish_date","added_at"
108,"https://pmmonline.co.uk/wp-content/uploads/2024/07/KraftwerkTools-Main-Image-24.jpg","https://pmmonline.co.uk/product/kraftwerk-tools-announces-new-range-of-worktops/","Kraftwerk Tools announces new range of worktops","Kraftwerk Tools have announced its Mobilio DEEP range of worktops. This now provides 50 per cent bigger working areas for fitters who are working or repairing equipment on the bench and they need that extra space for total flexibility and comfort in their tasks. You can now purchase four different beech worktop lengths in both the 463mm and the new deeper 696mm depth which fits across 1 2 3 base units or a corner base situation. All deep worktops are now available across the complete range of 22 combination units or available to purchase individually. Want to know more For more information click here.","2024-07-29 00:00:00","2024-08-02 18:27:31.88017"
109,"https://pmmonline.co.uk/wp-content/uploads/2024/07/AdobeStock_764323316.jpg","https://pmmonline.co.uk/news/data-reveals-the-most-confusing-car-manuals/","Data reveals the most confusing car manuals","Owners manuals have been analysed for 20 of the most popular car models in the UK to discover which are the most confusing and which are the easiest to read. The analysis was conducted by experts at Independent Advisor Car Insurance and revealed the following The most and least confusing car manuals Rank Make Model Manual word count Readability score 100 1 Vauxhall Corsa 66923 15.3 2 Vauxhall Mokka 58376 16.0 3 Vauxhall Astra 50891 19.3 4 Volkswagen Polo 28992 19.7 5 Ford Focus 117574 19.9 6 Ford Fiesta 92770 20.9 7 Ford Puma 122538 22.3 8 BMW 3 Series 97250 26.8 9 Mini Hatch 78783 27.9 10 Nissan Juke 126329 34.4 11 Nissan Qashqai 121152 35.9 12 Tesla Model Y 130814 37.7 13 Renault Clio 84687 39.5 14 Kia Sportage 160296 40.0 15 Toyota Yaris 113685 40.6 16 BMW 1 Series 72849 42.4 17 Hyundai Tucson 142959 45.5 18 Volkswagen Golf 114964 50.2 19 Volkswagen TRoc 120609 51.7 20 Audi Audi A3 117650 53.0 Higher readability score more readable According to the study Vauxhall tops the rankings with confusing car manuals with all three of the most confusing owners manuals belonging to the brand. Although the manuals scored poorly for readability the word counts are among the lowest in the study all under 70000 words. The most confusing car manual is for the Vauxhall Corsa with a readability score of just 15.3 out of 100. The models in second and third place which also belong to the brand are the Mokka and Astra with scores of 16 and 19.3 out of 100 respectively. All of the Vauxhall car manuals in the study were discovered to be equivalent to university graduate level reading which could cause problems for many car owners. The Volkswagen Polo is the first nonVauxhall model in the rankings with a readability score of 19.7 out of 100 putting the vehicle fourth in the rankings. However this manual is significantly shorter than any other in the study at 28992 words. Ford is another brand making multiple appearances in the top of the rankings with the fifth sixth and seventh most confusing car manuals belonging to Ford vehicles. The car with the most easily readable manual in the study is the Audi A3 with a readability score of 53 out of 100. The longest manual in the study belongs to the Kia Sportage with 160296 words longer than both Oliver Twist by Charles Dickens 155960 words and each of the second and third books in the Lord of the Rings series by J. R. R. Tolkien The Two Towers and The Return of the King 143436 words and 134462 words respectively. For more information click here.","2024-07-30 00:00:00","2024-08-02 18:27:31.930941"
110,"https://pmmonline.co.uk/wp-content/uploads/2024/07/BMW-Main-Image-24-2.jpg","https://pmmonline.co.uk/technical/what-was-wrong-with-the-2001-bmw-m5/","What was wrong with the 2001 BMW M5","PMM s disgruntled man in Finland gets under the bonnet of a BMW M5 which had been around the houses and under the arches. Ah the infuriating encounters we car mechanics endure. A situation so disheartening it makes one hesitate to even embark on the repair journey. All we desire is to smoothly slide those car keys back to the eagerly waiting customer across the grotty laminated service counter. This my friends is what we term in the trade the butchered effect. Picture this a wellmeaning somebody or an establishment parading as a BMW specialist repair centre plunges into the challenge with all the sincerity of a saint. Yet their efforts barely scratch the surface a mere 20 per cent commitment to a quality repair. Sometimes one cant help but feel they should step aside and leave it to the seasoned professionals perhaps dare I say someone like myself Now lets shift gears to the star of this months spectacle a 2001 M5 flaunting the remarkable S62 V8. This powerhouse when hitting the right notes belts out over 400 horsepower effortlessly delivering that brute force to the tarmac. Its akin to a Black Widows catapult launching a rosebud into Mr. Smiths unsuspecting living room window a nostalgic mischief I in my youth may have been a tad too familiar with. The business end. The glorious S62 V8 Butchered a fitting term as our M5 owner poured forth a saga dedicating over half an hour of partially incoherent babble to unravel the tangled web of what had and had not been attempted. It unfolded as a torrid affair enough to make a grown man weak at the knees. As I bravely popped the bonnet a cacophony of wiring harnesses greeted me their grotesque aged hardness akin to arteries in dire need of a triple bypass making even the toughest carotid seem pliable. A profound sigh escaped my lips this my friends was shaping up to be a colossal pain in the bottom Fig.1. When faced with the Herculean task of unveiling the mysteries concealed within the timing covers and dismantling the intricate VANOS system the first order of business was to decipher the fault codes and oh boy were there plenty. The primary culprits included the ominous failure of Bank 2 VANOS in the pressure hold test hinting at an internal leak undoubtedly a result of battleworn piston seals within the VANOS hydraulic units. Additionally there lurked a perplexing issue on Bank 1 with the exhaust camshaft timing. Swiftly a decision was reached to extract the hydraulic units from both Bank 1 and 2 paving the way for the installation of Beisan Systems seals. These little wonders neatly packed in a convenient pouch house an array of orings and the notorious Teflon seals infamous for their elusive snug fit onto the sliding pistons. These pistons propel the spiralled VANOS gear in and out which takes care of advancing or retarding the camshafts independently of the chaindriven sprockets. The soul of the S62 and what a sight it is. A masterpiece of engineering if more than a little neglected Gaining access The dismantling journey akin to moving a mountain of parts presented its fair share of challenges with the lower rear securing bolt on the timing covers proving to be a formidable adversary. However amidst the struggle a curious revelation unfolded. The Bank 1 exhaust VANOS sprocket looked like it had had a spa day recently totally different in colour compared to the other three ancientlooking sprockets that seemed as old as the car itself. Makes you wonder did they slap in that VANOS sprocket properly Especially the diaphragm spring inside the heart of the assembly Fig.2. Rebuilding a hydraulic unit might sound like a walk in the park but when it comes to the S62 its like navigating a minefield with a finetooth comb. The S62 demands the kind of care and attention reserved for delicate surgery given the myriad ways things can go spectacularly Pete Tong. And oh boy in this case the previous butchers had gone fullblown Pete Tong a fact I discovered when I yanked off the VANOS wheels. Heres the kicker they did a grand job replacing the Bank exhaust 1 sprocket and slapping in a beefier diaphragm spring. Cheers to that However after that they threw caution to the wind and forgot a crucial detail. The intake camshaft was doing a little skiptomy lou thanks to the absence of the newer more robustly engineered spring diaphragm to the VANOS sprocket. What does that mean Well its a recipe for disaster. The camshaft decides to play the timing roulette because the spring tension is slacker than it should be failing to keep it in sync with the sprocket. Basic stuff yet here we are. A thin and worn out diaphragm spring A. The newer B types are thicker and must be inserted in the opposite orientation With determination and the thought that I had got this far I took on the task of replacing all the diaphragm springs even replacing the exhaust sprocket diaphragm spring on Bank 1 just in case Fig.3. As I pieced everything together and cranked the engine over four times a satisfied grin spread across my face. The timing marks aligned with the precision of a military drill. Now it was time to set my sights on the VANOS hydraulic units. The VANOS solenoid pack from Bank 1. Note the replaced yellow wire in the top right. Straight into the battlefield and what do I spot first A scene of wiring chaos around the solenoid pack on Bank 1 Fig.4. Oh yes the previous contenders had the finesse of a bull in a china shop damaging the delicate wiring to several solenoids. All this requires the precision of a watchmaker not that of a demented screwdriverwielding chimpanzee. Prior to replacement Left with no choice I rolled up my sleeves grabbed my soldering iron and embarked on a mission to desolder and replace the wreckage they left behind. A reminder that sometimes delicate hands are needed in this line of work Fig.5. With the solenoid pack back in action it was time for an Oring and Teflon seal finger nail wrecking session. Each piston got its dose of tender loving care as I meticulously ensured a snug fit. Reassembling these components back into the car became a hunt for the sweet spots on the spiralled gears all four of them. For a more detailed guide on this crucial step swing by my YouTube channel WWW.RDR.LINKABI007. Now why is this so pivotal you may wonder Well let me spill the beans. Messing up this delicate operation means the VANOS advance and retard sweep go haywire triggering a fault code that illuminates the E39s most dreaded light the MIL. And nobody wants to deal with the MIL its like the cars way of saying you had one job and you blew it. With everything back in place all that remained was to fire up this bad boy and take it down the road for a good old thrashing. Well at least that was the plan until I remembered were in Finland the land of massive speeding fines and downright miserable weather. During this time of year it meant dealing with godawful icedup roads and no way at all to get the power down. Gutted. Maintaining an organised layout is key when working on such complex engines Still I managed to give the old V8 a good run pushing it up to 6000 rpm and boy did it sound incredible. Back in the workshop with not a fault code in sight I parked the old M5 outside overnight. The real test came with a lovely 20C cold start a challenge it passed with flying colours Fig.6. The customer swung by to pick up the car and after all this youd expect sheer bliss and gratitude right Well not really. This owner like many others has never picked up so much as an oily rag in his life let alone a spanner. The intricacies of how VANOS works Forget it What did I get for my hard work The usual moaning about the cost. Sometimes I wonder why we bother at all but then again we do get nicer customers and that makes it all alright Until next time keep spannering. Want to know more For more information click here.","2024-07-30 00:00:00","2024-08-02 18:27:31.981391"
111,"https://pmmonline.co.uk/wp-content/uploads/2024/07/Bosch-Main-Image-24-1.jpg","https://pmmonline.co.uk/technical/how-to-master-actuator-tests/","How to master actuator tests","In the last instalment of our guide to Boschs KTS diagnostics software ESItronic 2.0 we looked at accessing vehicle data and delivering a full service in the face of stringent and commonplace secured diagnostic outputs. In this instalment we are investigating the diagnosis tab and mastering actuator tests. In this instalment we are delving into the mastering diagnosis actuators. Under the diagnosis tab you will find several test steps that can be particularly useful in a fault diagnosis situation. Take the actuator test function. If you are faced with an engine fault where the engine will not run to allow you to analyse the data this function can help you quickly and easily bypass the issue Fig.1. By allowing you to send a direct command to a specific component or circuit without requiring the engine to start you can quickly and easily assess whether there is an issue with the performance or function of that specific component. For example if you suspect there is an issue with the engine cooling fan you can use the actuator test to command the fan to operate directly without having to wait for the engine to reach the required temperature. If it then doesnt work you have saved valuable time and can quickly progress to further tests to the fan itself. It also enables you to be far more confident in your diagnosis as you can be certain that the fan is not functioning rather than the engine simply not reaching a temperature that would require it to cut in. As youre in control of the test you can check the operation of a component when youre expecting it to happen. Depending on what the vehicle you are working on supports you can use these actuator tests to check many other systems from an EGR valve in the engine management system to a headlamp bulb or an electric window regulator in a door control ECU. Your diagnostic process When faultfinding the result of an actuator test can help your diagnostic process and decision making by revealing whether the fault may be on the input or output side of the circuits ECU. You can also simultaneously set up an oscilloscope andor current clamp to measure the voltage and amps in the circuit when the component operates while the vehicle is static in the workshop something that might not be practical while driving on a road test. The Bosch KTS 590 has a builtin two channel oscilloscopemultimeter in the VCI which we will cover in a later article. For indepth advanced system and component testing we recommend the FSA 500 engine analyser that works in unison with ESItronic 2.0 Fig.2. A particularly useful addition where parallel testing is required. Remember sometimes there are certain preconditions required for an actuator test to be performed successfully and you must always follow the onscreen instructions to ensure the test doesnt fail Fig.3a amp 3b. Its also worth bearing in mind that if the engine is not going to be run during the test a good battery voltage is absolutely essential. We recommend that a battery support unit like the Bosch BAT 645 690 or 6120 is used. Reporting function On most vehicle systems you can pick and choose the components you want to actuate by selecting them from a list Fig.4. Some vehicles offer a predetermined output test sequence which will operate the supported items one by one a routine defined and designed by the manufacturer. Most actuator tests will automatically show some relevant actual values together with the actuation process on screen to give you further evidence of the effectiveness of the test. This is beneficial when you cant physically see or hear the component that youre testing such as the heated seat element. If you would prefer you can also use the F7 list soft key to choose your own values to be displayed during the test. Once the test is complete you have the option to confirm if the test was activated or not. If you click Yes then a symbol will appear before that actuator name to indicate that it is activated Fig.5. Pressing F4 when youre finished will add the actuator results to the protocol report. You can then print off the results to show your customer as evidence of which components were tested. Follow the steps Your next option on the main test steps selection list is the function tests option. These diagnostic routines use a specific test plan to determine the operation state of a component or system. For instance you will see braking tests for Bosch ABSESP systems that are best performed on a roller brake tester. Other function tests could be available such as cylinder balancing or a systems output selftest. These can aid in fault finding work and later confirming a repair to the vehicle. Next adjustments settings are diagnostic procedures where stored values can be reset or changed within the control unit. For example this could be a service lamp reset or component adaptations or fuel quantity adjustment if a new diesel injector has been fitted TPMS coding if a tyre pressure sensor has been replaced or even rainlight sensor adaptation if the windscreen has been renewed. A full selection of further options will be available for you to work through if required Fig.6. Finally you can add information such as customer and vehicle reference to later identify the job associated with the file. The actual value display features can be useful in diagnostics by allowing you to view and store the data from the vehicle in different ways. Dont forget certain routines will only work if the set preconditions are followed Fig.7. In the ESItronic 2.0 function tests adjustmentsettings and special functions the preconditions are always stated in the information text screens that precede the start of the routine. If the KTS detects that the preconditions are not met it will delay the start of the test and display on screen any values that are outside of the expected range. Next instalment well be using the builtin multimeter or oscilloscope functions included in the KTS vehicle communication interface. Want to know more For more information click here.","2024-07-31 00:00:00","2024-08-02 18:27:32.032403"
112,"https://pmmonline.co.uk/wp-content/uploads/2024/08/BM-Catalysts-Initiatives-24.jpg","https://pmmonline.co.uk/news/bm-catalysts-launches-garage-focused-initiatives/","BM Catalysts launches garagefocused initiatives","BM Catalysts has successfully launched two initiatives aimed at supporting UK garages BM Garage Pro and BM Rewards Pro. Unveiled at the UK Garage and Bodyshop Event in June both programmes reportedly received a positive response from garages and other industry leaders. BM Garage Pro is an elearning platform designed to help technicians enhance their product knowledge. The training scheme offers an array of video content helping technicians get up to speed on the latest technical and product information while receiving an official certificate from the company upon completion of each course. The initiative provides garage professionals access to technical content and news updates creating a community dedicated to longterm professional development helping to futureproof the aftermarket and enabling technicians to stay ahead of evolving emissions control technologies and regulations. BM Rewards Pro is a rewards scheme where garages can earn points or an extended manufacturers warranty for installing and registering BM Catalysts products. These points can then be redeemed for a reward of choice from thousands of items ranging from the latest technology to branded merchandise. The launch of these initiatives at the UK Garage and Bodyshop Event was a major success. Technicians and notable industry figures eagerly visited the BM Catalysts stand to learn more about the programmes and sign up. Mark Blinston Commercial Director at BM Catalysts said Weve invested considerable time and resource into developing BM Garage Pro and BM Rewards Pro and its been fantastic to see such a positive response from the market so far. Having identified a demand for highquality training and loyalty programmes in the industry were hopeful that businesses throughout the aftermarket will find them beneficial for many years to come. For more information about BM Catalysts and its initiatives visit BM Garage Pro and BM Rewards Pro.","2024-08-01 00:00:00","2024-08-02 18:27:54.06194"
113,"https://pmmonline.co.uk/wp-content/uploads/2024/08/The-Blend-Awards-2024.jpg","https://pmmonline.co.uk/news/the-blend-awards-extends-entry-deadline/","The Blend Awards extends entry deadline","The deadline for the Garage of the Year category at The Blend Awards 2024 has been extended to allow small independent garages and mobile repair businesses one final chance to gain industry recognition. The category is for businesses with one to four staff members and aims to boost recognition for small garage operations. Independent garages in the UK and Ireland with up to four staff members now have until 7th August to submit their award entry online. Entries into all other Blend Awards have now closed. Ray Dilsons Event Director at The Blend said Small workshops and mobile businesses are too often overlooked. We have extended the entry period specifically for the Garage of the Year award in the one to four staff member category to ensure theyre recognised for their outstanding achievements and contributions to the industry. Its our way of supporting small but ambitious garage businesses. Entrants do not need to be a Garage Hive user to enter The Blend Awards. The Blend welcomes entries from all independent garages regardless of the software or systems they use. Applications will be evaluated by a panel of industry judges including Hayley Pells Policy and Public Affairs Lead at the Institute of the Motor Industry Andy Crook of Atomic Success and The Blend Podcast host Mike Ruff. The winners will be announced at The Blend 2024 on Saturday 28th September in Birmingham. The evening dinner and awards ceremony will follow a daytime lineup of talks including tips and advice on how to boost workshop efficiency and performance tackle industry challenges and tap into new and emerging opportunities. Entries for Garage of the Year category for businesses with up to four staff members should be made online before 7th August here.","2024-08-01 00:00:00","2024-08-02 18:27:54.096764"
114,"https://pmmonline.co.uk/wp-content/uploads/2024/07/Arnott-Main-Image-24.jpg","https://pmmonline.co.uk/article/coil-spring-conversion-kits/","Coil spring conversion kits","The demand for vehicles with air suspension is steadily growing because of their beneficial features contributing to vehicle safety stability and driving comfort. However there are also car owners who choose to remove the vehicles air suspension system and convert to traditional coil spring suspension. What could be the reason behind this choice In this article Arnott will explain what the advantages and disadvantages are of converting a vehicle from air to coil suspension. While air suspension provides a smooth ride and load levelling there are reasons why car owners prefer to remove their air suspension systems. The main drivers for this decision are usually cost of ownership and usage. For ageing vehicles especially the value of the vehicle and expected remaining time of ownership can play a key role in making the decision to install a coil conversion kit instead of repairing air suspension system defects. Sometimes converting to coil springs is simply the least expensive option. Another reason to go for a coil conversion kit could be that the vehicle is going to be used in long road trips safaris or similar expedition trips where there is extreme weather or little possibility of an air suspension repair along the way. Converting from air to coil can be a viable option at that point because it eliminates rubber components and uses traditional steel coil springs in the suspension instead. Disadvantages of conversion Losing the beneficial characteristics of air suspension additional safety stability and comfort are clearly the biggest disadvantages of converting a vehicle from air to coil spring suspension. Customers who tow larger trailers or often carry large loads are advised to keep the air suspension system to maintain the benefit of the automatic autoleveling functionality. Coil springs are designed to provide an excellent ride within certain boundaries. If a converted car carries heavy load the springs will sag. Consequentially the reduced suspension travel will affect the driving comfort harsher ride possibility of bottoming out the balance of the car and the reaction of the vehicle to steering inputs. Additionally it affects wheel alignment eventually causing irregular tyre tread wear. Coil conversion kits For older vehicles or those with a multitude of air suspension system issues Arnott offers coil spring conversion kits designed to replace a vehicles failing air suspension components with traditional steel coil springs and matching struts andor shocks. All of the companys coil springs conversion kits are made in the USA and are designed and roadtested to provide a smooth ride along with many years of troublefree driving. These kits can be installed without special modifications to the vehicle. Many of Arnotts kits include an electronic bypass module EBM which is designed to eliminate suspension dashboard warning lightsfault codes. Want to know more For more information click here.","2024-08-01 00:00:00","2024-08-02 18:27:54.146506"
115,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/logo2.png","https://www.am-online.com/news/motus-group-wins-trademark-dispute-against-group-lotus","Motus Group wins trademark dispute against Group Lotus","Motus Group the heavy commercial vehicle specialist dealer has won a trademark dispute against Group Lotus. Legal experts MILS assisted Motus Group after Group Lotus filed a complaint due to the one letter difference between the two company names. Lotus objected to Motus Groups own trademarks and demanded that the company name be changed to differentiate between the two corporate bodies. The dispute went all the way to the Intellectual Property Tribunal where the case was heard on August 30 2023. Lotus chose to appeal after losing the initial case and continued to argue that the marks were so similar that members of the public would still confuse the goods and services provided by Motus with those provided by Lotus. After a further hearing MILS was again successful in defending Motus position and protecting both its trademarks and corporate identity. Motus won on all counts so much so that MILS has restricted Group Lotus existing trademarks some of which have been in place since 1957 from protections against all land vehicles to motor cars only. A spokesperson for MILS said The matter was a significant success for our trademark application advice and litigation service and testament to the great work conducted particularly by Paul Carroll solicitor our head of legal Christopher Baylis barrister and by Daniel Selmi barrister. Motus Group divested of its light commercial vehicle business to sister business Pentagon Group earlier this year to focus on its core HGV business.","2024-07-31 00:00:00","2024-08-04 15:27:48.0838"
116,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/screenshot-2024-08-08-at-074619.png","https://www.am-online.com/news/vauxhall-reduces-astra-price-with-new-entry-level-model","Vauxhall cuts Astra EV and petrol price with new entry model","Vauxhall has cut the price of its petrol and electric Astra by 2750 and 2800 respectively with the introduction of the new Griffin trim level.The petrolpowered Astra Griffin is now priced from 24795 while the Astra Electric Griffin starts at 34955. Estate models cost 37195.The price reductions show Vauxhalls approach to tackling EV affordability in addition to incentives like free public charging for a year and pledging to help customers go eletric with the Corsa Astra and Mokka models for the exactly the same deposit and monthly payment as an equivalent petrol model when using personal contract purchase PCP finance.Vauxhall is also providing free installation of an Ohme Home Pro and an introduction to Octopus Energy for its EV customers.Despite being cheaper the Griffin models actually come with a higher specification than the entrylevel Design grade. Login to continue reading Or register with AMonline to keep up to date with the latest UK automotive retail industry news and insight. Please enter your email Looks good Email Please enter your Password Looks good Password Login Click here to register Forgotten password","2024-08-08 00:00:00","2024-08-08 13:07:11.938128"
117,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/snows-polestar-southampton-4.jpg","https://www.am-online.com/news/snows-motor-group-opens-polestar-retail-space-in-southampton","Snows Motor Group opens Polestar retail space in Southampton","Snows Motor Group has opened its first location with Polestar with a new retail space in Southampton. The new space is on Second Avenue Millbrook close to a number of other Snows car sales sites. It represents a significant investment by the company and has created up to 12 new jobs. The space features a minimalist design digital interactivity and noncommissioned product specialists. Customers have the flexibility to shape their entire experience from the very first inquiry to the arrival of their Polestar. Onsite test drives are available and customers can opt for deliveries to their homes or offices. The opening of Snows Polestar Southampton its first site representing the brand is timed ahead of a wave of new models arriving shortly including Polestar 3 electric SUV and the Polestar 4 SUV coupe Europes first car to use screen and camera technology to increase visibility to the rear without the use of a window. 9 Advertisement Advertisement Advertisement The new models build on the brands establishing itself in the UK with the Polestar 2 which has sold more than 27000 units since sales started here three years ago. Heading up the new operation is Mark Austin Snows franchise manager for the companys two Volvo dealerships in Southampton and Winchester and now its first Polestar space. Polestar started life as a subbrand of Volvo but the two now operate separately although they share the same parent company. Austin said Polestar is a very progressive brand and it brings some fabulous models to market including the new Polestar 3 and 4. The cars look amazing in their new space and weve already experienced a huge amount of positive interest in the vehicles currently available.","2024-08-08 00:00:00","2024-08-08 13:07:11.988217"
118,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/jlr-2030-sustainability-targets-sbti-image-i-pace-310322-min.jpg","https://www.am-online.com/news/used-evs-are-now-cheaper-than-petrol-or-diesel-equivalents-says-capi-hpi","Used EVs are now cheaper than petrol or diesel equivalents says Cap HPI","Used electric vehicles are now priced 8.5 and 14 below equivalent petrol and diesel models at three and four years respectively according to new data from Cap HPI. New EVs are commonly more expensive than the closest petrol and diesel equivalents however used EV values have fallen sharply in the past two years to provide motorists with a bargain. On average values of used EVs for cars at the same age and mileage point have halved in value since September 2022. For models such as the Jaguar iPace Mercedes EQC and Tesla Model X this can equate to well over 20000 less than in the summer of 2022 and for cars like the Porsche Taycan up to 40000 less making previously unobtainable cars a real option for more consumers. Chris Plumb EV specialist at Cap HPI said The growing availability of secondhand electric models is driving demand as motorists want to reduce their environmental footprint and make significant motoring cost savings due to high diesel and petrol prices. In May 2024 17.6 of all new car registrations were electric cars with 26031 new electric cars registered. Sales of used electric cars were 71 higher in the first quarter of 2024 than in the same period last year and sales of used hybrids are also increasing significantly. More than 41500 pure electric cars were sold on the used market in the first quarter of this year alone. While Cap HPI has highlighted here that used EVs are representing great value for consumers it has also said the rate of decline in prices is slowing with just a 1 drop in July being the strongest month so far this year.","2024-08-07 00:00:00","2024-08-08 13:07:12.044231"
119,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/tjekvik-digital-check-in.jpg","https://www.am-online.com/news/more-customers-choosing-aftersales-self-service-in-h1","Aftersales selfservice growing by 93000 interactions per month in H1","Aftersales selfservice in the UK grew by 93000 interactions each month over the first six months of 2024 according to the latest figures from Tjekvik. The automotive selfservice specialists recorded a total of 2 million interactions in the UK in the first half of the year. Over half of UK customers 55 chose to check in their vehicles from their own homes. Significantly 26 of these customers continued their digital journey using Tjekviks inshowroom checkin solutions. Tjekvik is now on track to exceed four million selfservice transactions globally by the end of 2024. Dealer groups like Group 1 Vertu Motors John Clark Hartwell and JCB have adopted selfservice capabilities throgh Tjekvik. More than 7m in additional revnue from selfservice upselling In the first half of 2024 customers interacting with Tjekvik technology purchased over 141000 valueadded items generating more than 7 million in additional revenue averaging almost 1.1 million per month across all sites. This represents a significant yearonyear increase with over 3000 more items sold per month contributing an extra 420000 in monthly revenue compared to 2023. This revenue boost can be partially attributed to the average value of purchases increasing from 35 to 50 compared to H1 last year. The selfservice data shows there were 59611 partexchange vehicle valuation requests up by nearly 2000 requests per month compared to the same period last year while an additional 980 service plan enquiries were generated with 57564 sold in total. Christian Mark chief executive and cofounder at Tjekvik said Our 2024 halfyear results underscore the increasing demand for digital selfservice in automotive aftersales. Customers are looking for faster more convenient more personalised experiences. By choosing our digital solutions dealers can focus on providing higherquality customer service while driving additional revenue through valueadded sales.","2024-08-08 00:00:00","2024-08-08 13:07:12.100809"
120,"https://cdn-images.am-online.com:443/thumbs/960x960/media/1/root/tesla-model-y1.jpg","https://www.am-online.com/news/electric-vehicles-driving-surge-in-uk-used-car-sales-says-smmt","EVs driving surge in UK used car sales says SMMT","Used electric vehicle sales increased by 52.6 over Q2 leading an overall increase across all fuel types of 7.2 according to the latest data from the Society of Motor Manufacturers and Traders SMMT. The overall increase represents the sixth consecutive quarter increase for used car sales in the UK and saw an additional 131128 vehicles sold compared with the same period in 2023. Transactions have risen in every month of the year with the first six months up 6.8 to 3931318 units marking the best growth since 2016 and the best first half since 2019. Yeartodate the market is now just 3 below prepandemic levels. Used EVs secure highest ever UK market share Increasing numbers of used car buyers are switching to battery electric vehicles BEVs with 46773 finding new owners between April and June. Its the highest ever market share for used EVs at 2.4 up from 1.7 in the same period last year. While the overall market is clearly still dominated by more traditional fuel types its an indicator of the direction of travel as used EV sales continue to grow from a small base. Sales of plugin hybrids PHEVs and hybrids HEVs also grew up 25.2 to 21580 units and 43.6 to 78782 units respectively. Petrol and diesel powered cars still accounted for 92.4 of all vehicles down from 94.3 last year. Petrol remained the most popular fuel type up 9.2 while diesel fell by 1.2. A used EV masterclass will be held as part of Automotive Management Live on November 13 at the NEC with award winning automotive retailers sharing their approach. Register now for your free ticket. Superminis still the most popular used segment Superminis sustained their position as the bestselling used vehicle type with volumes increasing by 8.6 to make up 31.9 of transactions followed by lower medium 27.1 share and dual purpose 15.8 share. The Ford Fiesta which has now be discontinued for new car sales led used car sales in Q2 with 77236 units sold. The top three accounted for three quarters of all used vehicles with only the executive 4.2 and luxury saloon segments 5.4 recording volume falls. Black remained the most popular used car colour recording 6.3 growth and accounting for more than one in five 21.2 transactions. Unchanged from last year grey and blue took second and third places with 17.5 and 16.3 market shares respectively. White moved into fourth place to push silver back to fifth while creamivory remained at the bottom end of the spectrum at just 1194 units. Mike Hawes SMMT chief executive said Its encouraging to see the used car market continue its recovery with choice and affordability rejuvenated by the new car sectors sustained run of growth. The increased supply of electric vehicles to second and third owners is helping more motorists make the switch underlining the importance of energising the new EV market to support a fair transition for all. Maintaining momentum requires reliable affordable and green EV charging up and down the country and incentives to get all of Britain on board the net zero transition. Middleaged model bright spot for used EVs Ian Plummer Auto Trader commercial director said The maturing electric markets been a bright spot this year particularly those middleaged models which have benefitted from a significant softening in price. Used EVs are currently selling at their fastest rate in eight months while those aged 35yearsold which are now broadly at price parity with their petrol counterparts are the fastest selling segment of the used car market and by some margin. Clearly when the price is right buyers are eager to make the switch. Plummer said the overall used market got off to a roaring start in 2024 despite some market challenges. Retail prices have returned to seasonal norms used cars sold at near record pace and strong consumer demand. Plummer added With such solid market fundamentals combined with improving economic and political stability weve every expectation the market will continue on its trajectory and predict overall sales will be up around 5 by the end of the year. James Hosking managing director of AA Cars said the used car market is showing interesting trends with petrol and diesel vehicles becoming more expensive while EV prices are seeing significant decreases. Hosking said The latest AA Cars Used Car Index showed that the average prices of the UKs most soughtafter used petrol and diesel cars increased 3.5 between the first and second quarters of 2024. Drivers wanting to reduce their emissions will see the biggest savings with prices of EVs and hybrids falling 12 in the same period. Were expecting EV sales to reach record levels this year as more and more drivers are convinced to take the plunge thanks to the considerable savings. Despite persistently high interest rates impacting the cost of living the Bank of Englands recent base rate reduction may bolster consumer confidence and further stimulate the used car market. Remarkable resilience despite margin pressure Philip Nothard Cox Automotive insight director described the Q2 results for the UK used car market as encouraging and played out as Cox had forecasted. He said Despite subdued retail demand margin pressures and ongoing constraints in prime threeyearold retail stock the market has shown remarkable resilience marking its sixth consecutive quarter of growth. The surge in BEV sales is particularly promising reflecting a significant shift in buyer preferences. However Nothard said it was important not to get too giddy when looking at the second half of 2024. He concluded Supply will remain a battleground and the composition of the car parc is shifting faster than consumer preferences. While used values may have settled compared to the volatility seen last Q4 this years Q4 will likely see renewed turbulence as the rush to meet ZEV mandate targets intensifies in the new car market.","2024-08-08 00:00:00","2024-08-08 13:07:12.156582"
